id,file,labels
0821,PrivateRealEstateDebtFund.sol,"[1, 0, 1]"
0822,PrivateRealEstateInvestmentTrust.sol,"[1, 0, 1]"
0823,PrivateRealEstateREIT.sol,"[1, 0, 1]"
0824,PrivateRealEstateTokenizedFund.sol,"[1, 0, 1]"
0825,PrivateRebaseToken.sol,"[1, 0, 1]"
0826,PrivateReinsuranceCatastropheSwap.sol,"[1, 0, 1]"
0827,PrivateReinsuranceTreatyNegotiation.sol,"[1, 0, 1]"
0828,PrivateRenewableEnergyCertificateMarket.sol,"[1, 0, 1]"
0829,PrivateRockPaperScissors_b12_002.sol,"[1, 0, 1]"
0830,PrivateRoyaltyDistributor.sol,"[1, 0, 1]"
0831,PrivateSalaryNegotiation.sol,"[1, 0, 1]"
0832,PrivateSalaryPayroll.sol,"[1, 0, 1]"
0833,PrivateSalaryPayrollSystem.sol,"[1, 0, 1]"
0834,PrivateSatelliteDataMarketplace.sol,"[1, 0, 1]"
0835,PrivateSatelliteImageryCommercialLicense.sol,"[1, 0, 1]"
0836,PrivateSatelliteOrbitSlotAuction.sol,"[1, 0, 1]"
0837,PrivateScholarshipAllocation.sol,"[1, 0, 1]"
0838,PrivateScholarshipEndowmentDistribution.sol,"[1, 0, 1]"
0839,PrivateSecondaryMarketEquityTrading.sol,"[1, 0, 1]"
0840,PrivateSecondhandLuxuryAuthentication.sol,"[1, 0, 1]"
0841,PrivateSemiconductorIPLicensing.sol,"[1, 0, 1]"
0842,PrivateShipBunkerFuelHedging.sol,"[1, 0, 1]"
0843,PrivateShipCargoBillOfLading.sol,"[1, 0, 1]"
0844,PrivateShipCharterPartyAgreement.sol,"[1, 0, 1]"
0845,PrivateShippingContainerMarket.sol,"[1, 0, 1]"
0846,PrivateSmartCityParkingAuction.sol,"[1, 0, 1]"
0847,PrivateSocialImpactMeasurementBond.sol,"[1, 0, 1]"
0848,PrivateSovereignBondAuction.sol,"[1, 0, 1]"
0849,PrivateSovereignDebtRestructuring.sol,"[1, 0, 1]"
0850,PrivateSovereignWealthFund.sol,"[1, 0, 1]"
0851,PrivateSovereignWealthFundAllocation.sol,"[1, 0, 1]"
0852,PrivateSovereignWealthFundPortfolio.sol,"[1, 0, 1]"
0853,PrivateSpaceDebrisInsurance.sol,"[1, 0, 1]"
0854,PrivateSpaceDebrisMitigationBond.sol,"[1, 0, 1]"
0855,PrivateSpaceMiningSyndicate.sol,"[1, 0, 1]"
0856,PrivateSpaceResourceExtractionRights.sol,"[1, 0, 1]"
0857,PrivateSpectrumAuction.sol,"[1, 0, 1]"
0858,PrivateSportsArbitrageEscrow.sol,"[1, 0, 1]"
0859,PrivateSportsTeamValuationBond.sol,"[1, 0, 1]"
0860,PrivateStablecoinMinter.sol,"[1, 0, 1]"
0861,PrivateStakingRewardDistributor.sol,"[1, 0, 1]"
0862,PrivateSubscription_b4_003.sol,"[1, 0, 1]"
0863,PrivateSupplyChainFinance.sol,"[1, 0, 1]"
0864,PrivateSupplyChainFinanceFactoring.sol,"[1, 0, 1]"
0865,PrivateSupplyChainFinanceInvoiceDiscount.sol,"[1, 0, 1]"
0866,PrivateTaxComplianceID.sol,"[1, 0, 1]"
0867,PrivateTelcoDataPlanMarket.sol,"[1, 0, 1]"
0868,PrivateTelecommunicationsInfrastructureSharing.sol,"[1, 0, 1]"
0869,PrivateTelecommunicationsNetworkSharingAgreement.sol,"[1, 0, 1]"
0870,PrivateTelecommunicationsSpectrumAuction.sol,"[1, 0, 1]"
0871,PrivateTelematicsAutoInsurance.sol,"[1, 0, 1]"
0872,PrivateTelematicsBasedInsurance.sol,"[1, 0, 1]"
0873,PrivateTicketingPlatform.sol,"[1, 0, 1]"
0874,PrivateTimberForestCarbonProject.sol,"[1, 0, 1]"
0875,PrivateTokenMixer.sol,"[1, 0, 1]"
0876,PrivateTradeFinance.sol,"[1, 0, 1]"
0877,PrivateTradeSecretLicensing.sol,"[1, 0, 1]"
0878,PrivateTradeUnionCollectiveBargaining.sol,"[1, 0, 1]"
0879,PrivateTreasuryCashManagement.sol,"[1, 0, 1]"
0880,PrivateTruffleHarvestAuction.sol,"[1, 0, 1]"
0881,PrivateTWAPTrigger.sol,"[1, 0, 1]"
0882,PrivateUniversityAdmissions.sol,"[1, 0, 1]"
0883,PrivateUniversityEndowmentAllocation.sol,"[1, 0, 1]"
0884,PrivateUniversityTuitionFinancing.sol,"[1, 0, 1]"
0885,PrivateUrbanDataCenterLeasing.sol,"[1, 0, 1]"
0886,PrivateV3TickOrder.sol,"[1, 0, 1]"
0887,PrivateVaccineDistributionAllocation.sol,"[1, 0, 1]"
0888,PrivateVehicleFleetInsurance.sol,"[1, 0, 1]"
0889,PrivateVentureCapitalDealRoom.sol,"[1, 0, 1]"
0890,PrivateVentureCapitalFund.sol,"[1, 0, 1]"
0891,PrivateVentureCapitalPortfolio.sol,"[1, 0, 1]"
0892,PrivateVentureCapitalSPV.sol,"[1, 0, 1]"
0893,PrivateVentureDebtFacility.sol,"[1, 0, 1]"
0894,PrivateVesting_b5_004.sol,"[1, 0, 1]"
0895,PrivateWasteWaterTreatmentCapacityTrading.sol,"[1, 0, 1]"
0896,PrivateWaterRightsAllocationSystem.sol,"[1, 0, 1]"
0897,PrivateWaterRightsTokenRegistry.sol,"[1, 0, 1]"
0898,PrivateWaterRightsTradingPlatform.sol,"[1, 0, 1]"
0899,PrivateWineEnCheursFutures.sol,"[1, 0, 1]"
0900,PrivateWineHarvestYieldAuction.sol,"[1, 0, 1]"
0901,PrivateWordleGame.sol,"[0, 1, 1]"
0902,PrivateYieldFarmingPool.sol,"[0, 1, 1]"
0903,RealEstateDeedRegistry.sol,"[0, 1, 1]"
0904,RealEstatePrivateMortgage.sol,"[0, 1, 1]"
0905,RealEstatePrivateRental.sol,"[0, 1, 1]"
0906,RealEstateSilentBid.sol,"[0, 1, 1]"
0907,ReverseAuctionProcurement_b6_002.sol,"[0, 1, 1]"
0908,RoleBasedContentGating.sol,"[0, 1, 1]"
0909,ScholarshipFundPrivate.sol,"[0, 1, 1]"
0910,SealedBidSyndicate_b10_002.sol,"[0, 1, 1]"
0911,SealedPowerPurchaseAgreement.sol,"[0, 1, 1]"
0912,SecretContentPlatform.sol,"[0, 1, 1]"
0913,SecretDiceLeague.sol,"[0, 1, 1]"
0914,SecretNumberGame.sol,"[0, 1, 1]"
0915,SecretPokerTable.sol,"[0, 1, 1]"
0916,SecuredTokenVesting_b13_005.sol,"[0, 1, 1]"
0917,SecureMedicalResearchData.sol,"[0, 1, 1]"
0918,ShadowOrderBook.sol,"[0, 1, 1]"
0919,ShadowPayrollToken.sol,"[0, 1, 1]"
0920,ShadowRouter.sol,"[0, 1, 1]"
0921,ShadowSwapRelayer.sol,"[0, 1, 1]"
0922,ShadowSyntheticAsset.sol,"[0, 1, 1]"
0923,ShieldedCredentials.sol,"[0, 1, 1]"
0924,ShieldedDutchAuction.sol,"[0, 1, 1]"
0925,ShieldedLiquidityFarm.sol,"[0, 1, 1]"
0926,ShieldedLoyaltyToken.sol,"[0, 1, 1]"
0927,ShieldedStablecoin.sol,"[0, 1, 1]"
0928,ShieldedStopLoss.sol,"[0, 1, 1]"
0929,ShieldedSubscriptionManager.sol,"[0, 1, 1]"
0930,ShieldedV2Liquidity.sol,"[0, 1, 1]"
0931,SilentYieldAggregator.sol,"[0, 1, 1]"
0932,SilentYieldVault.sol,"[0, 1, 1]"
0933,SilverLeafToken.sol,"[0, 1, 1]"
0934,SovereignDebtAuction.sol,"[0, 1, 1]"
0935,SportingEventTicketAuction.sol,"[0, 1, 1]"
0936,SportsAthleteEndorsementBid.sol,"[0, 1, 1]"
0937,StakingAutoCompound_b4_011.sol,"[0, 1, 1]"
0938,StakingEncryptedLiquidityBootstrap.sol,"[0, 1, 1]"
0939,StakingGaugeVote_b4_013.sol,"[0, 1, 1]"
0940,StakingLiquidityMining_b4_005.sol,"[0, 1, 1]"
0941,StakingLockedTerm_b4_007.sol,"[0, 1, 1]"
0942,StakingPenalty_b4_009.sol,"[0, 1, 1]"
0943,StakingYield_b3_002.sol,"[0, 1, 1]"
0944,StealthLimitBook.sol,"[0, 1, 1]"
0945,StealthP2PLending.sol,"[0, 1, 1]"
0946,SupplierReputationMatrix.sol,"[0, 1, 1]"
0947,SupplyChainConfidentialTradeFinance.sol,"[0, 1, 1]"
0948,SupplyChainEncryptedAudit.sol,"[0, 1, 1]"
0949,SupplyChainPrivateInventory.sol,"[0, 1, 1]"
0950,SupplyChainPrivateLogisticsPayment.sol,"[0, 1, 1]"
0951,SupplyChainQC_b11_001.sol,"[1, 1, 1]"
0952,SupplyChainSourceVote.sol,"[1, 1, 1]"
0953,TaxComplianceAttestation.sol,"[1, 1, 1]"
0954,TelecomPrivateBandwidthTrading.sol,"[1, 1, 1]"
0955,ThresholdKeyVault.sol,"[1, 1, 1]"
0956,ThresholdMilestoneFund.sol,"[1, 1, 1]"
0957,TidalWaveToken.sol,"[1, 1, 1]"
0958,TimberHarvestRightsBid.sol,"[1, 1, 1]"
0959,TimesharePropertyAuction.sol,"[1, 1, 1]"
0960,TradeFinancePrivate.sol,"[1, 1, 1]"
0961,TrustlessAuditLogging.sol,"[1, 1, 1]"
0962,UnionBargainingVote.sol,"[1, 1, 1]"
0963,UnionStrikeVote.sol,"[1, 1, 1]"
0964,ValidatorPrivateStake.sol,"[1, 1, 1]"
0965,VeiledOptionsClearing.sol,"[1, 1, 1]"
0966,VeiledSwapEscrow.sol,"[1, 1, 1]"
0967,VermeilLoyaltyPoints.sol,"[1, 1, 1]"
0968,VotingAcademicTenure.sol,"[1, 1, 1]"
0970,VotingAnonymousPolling_c2_034.sol,"[1, 1, 1]"
0969,VotingAnonymous_b2_011.sol,"[1, 1, 1]"
0971,VotingBoard_b2_012.sol,"[1, 1, 1]"
0972,VotingBudget_b2_013.sol,"[1, 1, 1]"
0973,VotingChurchCouncil.sol,"[1, 1, 1]"
0974,VotingCitizenInitiative_c2_032.sol,"[1, 1, 1]"
0975,VotingClimatePolicy.sol,"[1, 1, 1]"
0976,VotingCommitteePriority_c2_033.sol,"[1, 1, 1]"
0977,VotingCommunityLandTrust.sol,"[1, 1, 1]"
0978,VotingConfidentialCongressional.sol,"[1, 1, 1]"
0979,VotingConviction_b2_017.sol,"[1, 1, 1]"
0980,VotingCooperativeDividend.sol,"[1, 1, 1]"
0981,VotingCorporateBuyout.sol,"[1, 1, 1]"
0982,VotingCouncilElection_c2_026.sol,"[1, 1, 1]"
0983,VotingCumulative_b2_014.sol,"[1, 1, 1]"
0984,VotingDAO_b2_009.sol,"[1, 1, 1]"
0985,VotingDelegation_b3_003.sol,"[1, 1, 1]"
0986,VotingElectoralCollege.sol,"[1, 1, 1]"
0987,VotingEmergency_b2_016.sol,"[1, 1, 1]"
0988,VotingEncryptedBoardDirectorElection.sol,"[1, 1, 1]"
0989,VotingFutarchyMarket_c2_029.sol,"[1, 1, 1]"
0990,VotingHOABudget.sol,"[1, 1, 1]"
0991,VotingJudicialNomination.sol,"[1, 1, 1]"
0992,VotingLaborUnionStrike.sol,"[1, 1, 1]"
0993,VotingLiquidDemocracy_c2_023.sol,"[1, 1, 1]"
0994,VotingMedicalEthics.sol,"[1, 1, 1]"
0995,VotingMilitaryPromotion.sol,"[1, 1, 1]"
0996,VotingMultiChoice_b2_007.sol,"[1, 1, 1]"
0997,VotingMultiSigDAO_c2_024.sol,"[1, 1, 1]"
0998,VotingNominationPool_c2_030.sol,"[1, 1, 1]"
0999,VotingNonProfitBoard.sol,"[1, 1, 1]"
1000,VotingOnChainGov_c2_021.sol,"[1, 1, 1]"
1001,VotingPatentCommittee.sol,"[1, 1, 1]"
1002,VotingPrivateShareholder.sol,"[1, 1, 1]"
1003,VotingQuadratic_b2_006.sol,"[1, 1, 1]"
1004,VotingRanked_b2_008.sol,"[1, 1, 1]"
1005,VotingReferendum_c2_027.sol,"[1, 1, 1]"
1006,VotingResearchFundPriority.sol,"[1, 1, 1]"
1007,VotingSchulze_c2_022.sol,"[1, 1, 1]"
1008,VotingSecretBallot_c2_025.sol,"[1, 1, 1]"
1009,VotingSignalRating_b2_015.sol,"[1, 1, 1]"
1010,VotingStakeholderMeeting_c2_028.sol,"[1, 1, 1]"
1011,VotingTokenStaking_c2_035.sol,"[1, 1, 1]"
1012,VotingTokenWeighted_b2_010.sol,"[1, 1, 1]"
1013,VotingUtilityPoll_c2_031.sol,"[1, 1, 1]"
1014,VotingWeighted_b2_001.sol,"[1, 1, 1]"
1015,WeightedConfidentialVoting_b11_006.sol,"[1, 1, 1]"
1016,WhisperBountyEscrow.sol,"[1, 1, 1]"
1017,WhisperIncentives.sol,"[1, 1, 1]"
1018,WhistleblowerDAO.sol,"[1, 1, 1]"
1019,WineryBarrelAuction.sol,"[1, 1, 1]"
1020,ZeroKnowledgeCreditDesk.sol,"[1, 1, 1]"
1021,ZeroKnowledgeCreditLending.sol,"[1, 1, 1]"
1022,ZeroKnowledgeDividendToken.sol,"[1, 1, 1]"
